TestName,MetricName,Value,Unit,ExtractedAt
GrpcBatchOperationThroughput,batch_write_1000_throughput,58850.922785,ops/sec,2025-06-28 14:09:43
GrpcBatchOperationThroughput,batch_write_1000_bandwidth,14.367901,MB/sec,2025-06-28 14:09:43
GrpcBatchOperationThroughput,batch_get_1000_latency,12.556272,ms,2025-06-28 14:09:43
GrpcBatchOperationThroughput,batch_get_1000_throughput,79641.473202,ops/sec,2025-06-28 14:09:43
GrpcBatchOperationThroughput,batch_get_1000_bandwidth,19.443719,MB/sec,2025-06-28 14:09:43
GrpcSingleOperationLatency,put_avg_latency,1.165272,ms,2025-06-28 14:09:43
GrpcSingleOperationLatency,put_min_latency,0.712436,ms,2025-06-28 14:09:43
GrpcSingleOperationLatency,put_max_latency,7.082735,ms,2025-06-28 14:09:43
GrpcSingleOperationLatency,put_throughput,858.168373,ops/sec,2025-06-28 14:09:43
GrpcSingleOperationLatency,get_avg_latency,0.758637,ms,2025-06-28 14:09:43
GrpcSingleOperationLatency,get_min_latency,0.463669,ms,2025-06-28 14:09:43
GrpcSingleOperationLatency,get_max_latency,10.713625,ms,2025-06-28 14:09:43
GrpcSingleOperationLatency,get_throughput,1318.152663,ops/sec,2025-06-28 14:09:43
GrpcPerformanceReport,max_memory,1024.000000,MB,2025-06-28 14:09:43
GrpcPerformanceReport,used_memory,222.000000,MB,2025-06-28 14:09:43
GrpcPerformanceReport,available_processors,8.000000,count,2025-06-28 14:09:43
GrpcPerformanceReport,active_databases,2.000000,count,2025-06-28 14:09:43
GrpcPerformanceReport,basic_put_latency,10.607440,ms,2025-06-28 14:09:43
GrpcPerformanceReport,basic_get_latency,22.647441,ms,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_10_latency,4.766088,ms,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_10_throughput,2098.156811,ops/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_10_bandwidth,0.512245,MB/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_10_latency,0.868766,ms,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_10_throughput,11510.579374,ops/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_10_bandwidth,2.810200,MB/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_50_latency,0.310806,ms,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_50_throughput,160872.055237,ops/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_50_bandwidth,39.275404,MB/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_50_latency,0.332648,ms,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_50_throughput,150309.035377,ops/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_50_bandwidth,36.696542,MB/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_100_latency,0.471095,ms,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_100_throughput,212271.410225,ops/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_100_bandwidth,51.824075,MB/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_100_latency,0.530017,ms,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_100_throughput,188673.193501,ops/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_100_bandwidth,46.062791,MB/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_500_latency,1.664405,ms,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_500_throughput,300407.653185,ops/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_500_bandwidth,73.341712,MB/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_500_latency,2.526459,ms,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_500_throughput,197905.447902,ops/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_500_bandwidth,48.316760,MB/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_1000_latency,1.894196,ms,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_1000_throughput,527928.472027,ops/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_write_1000_bandwidth,128.888787,MB/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_1000_latency,2.080123,ms,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_1000_throughput,480740.802347,ops/sec,2025-06-28 14:09:43
EmbeddedBatchOperationThroughput,batch_get_1000_bandwidth,117.368360,MB/sec,2025-06-28 14:09:43
EmbeddedSingleOperationLatency,put_avg_latency,0.053942,ms,2025-06-28 14:09:43
EmbeddedSingleOperationLatency,put_min_latency,0.024928,ms,2025-06-28 14:09:43
EmbeddedSingleOperationLatency,put_max_latency,0.678784,ms,2025-06-28 14:09:43
EmbeddedSingleOperationLatency,put_throughput,18538.320191,ops/sec,2025-06-28 14:09:43
EmbeddedSingleOperationLatency,get_avg_latency,0.045145,ms,2025-06-28 14:09:43
EmbeddedSingleOperationLatency,get_min_latency,0.015089,ms,2025-06-28 14:09:43
EmbeddedSingleOperationLatency,get_max_latency,1.751635,ms,2025-06-28 14:09:43
EmbeddedSingleOperationLatency,get_throughput,22150.778087,ops/sec,2025-06-28 14:09:43
EmbeddedPerformanceReport,max_memory,1024.000000,MB,2025-06-28 14:09:43
EmbeddedPerformanceReport,used_memory,70.000000,MB,2025-06-28 14:09:43
EmbeddedPerformanceReport,available_processors,8.000000,count,2025-06-28 14:09:43
EmbeddedPerformanceReport,active_databases,1.000000,count,2025-06-28 14:09:43
EmbeddedPerformanceReport,basic_put_latency,1.519955,ms,2025-06-28 14:09:43
EmbeddedPerformanceReport,basic_get_latency,0.523935,ms,2025-06-28 14:09:43
